"BLCA" "BRCA_1" "BRCA_2" "COAD_READ" "HNSC" "KICH" "KIRC" "KIRP" "LIHC" "LUAD" "LUSC" "PRAD" "STES" "THCA" "UCEC"
"ZFP28" 11 4 3 13 14 5 9 8 15 6 10 2 12 1 7
"ZFP37" 12 6 3 13 11 15 2 8 14 9 7 5 10 1 4
"ZFP41" 12 3 5 4 11 9 15 2 13 10 8 7 1 14 6
"ZFP57" 12 6 2 14 4 1 8 9 15 3 7 10 5 11 13
"ZFP64" 10 7 6 2 5 4 13 12 15 11 1 9 3 14 8
"ZFP69B" 5 3 1 6 11 15 12 13 14 8 2 10 4 7 9
"ZFX" 12 1 3 11 13 10 6 14 15 8 5 2 4 7 9
"ZIC2" 7 9 10 6 2 14 12 13 3 11 1 5 4 15 8
"ZIM3" 8 9 10 14 3 15 4 5 13 11 7 6 1 12 2
"ZKSCAN1" 11 2 5 4 15 6 12 10 7 14 9 1 3 13 8
"ZKSCAN5" 11 1 4 12 13 6 8 2 15 10 3 9 7 14 5
"ZKSCAN8" 11 2 6 12 14 13 3 10 15 9 5 7 1 4 8
"ZMIZ1" 9 1 5 14 12 3 6 7 15 13 11 8 4 2 10
"ZMYM3" 10 5 7 11 15 13 12 6 14 3 8 4 9 2 1
"ZMYND8" 3 5 8 4 14 13 12 9 15 6 7 11 1 10 2
"ZNF100" 4 2 8 11 14 3 9 13 15 7 12 10 6 1 5
"ZNF101" 7 2 1 6 10 12 9 13 15 5 8 14 3 11 4
"ZNF121" 1 8 3 6 10 14 12 11 15 9 5 7 4 13 2
"ZNF131" 6 3 2 8 7 11 12 14 15 5 1 10 4 13 9
"ZNF133" 2 6 4 12 8 14 11 7 15 10 3 9 13 5 1
"ZNF134" 4 1 8 15 12 6 7 11 14 10 5 3 13 2 9
"ZNF136" 11 2 7 13 14 3 5 12 15 9 8 4 10 1 6
"ZNF138" 3 1 2 10 14 5 12 13 15 6 9 7 4 11 8
"ZNF140" 7 2 5 11 14 10 8 12 15 4 6 1 13 3 9
"ZNF141" 8 2 11 13 14 1 3 9 15 6 12 5 10 4 7
"ZNF143" 10 1 3 6 8 15 7 13 14 5 2 11 4 12 9
"ZNF146" 4 3 1 9 11 13 12 14 15 6 2 5 7 10 8
"ZNF16" 7 1 2 9 12 5 11 14 15 13 8 6 10 3 4
"ZNF169" 11 5 7 1 14 13 6 8 15 3 4 10 2 12 9
"ZNF17" 8 1 3 14 11 5 2 12 15 10 7 9 6 4 13
"ZNF175" 4 5 12 13 14 2 3 7 15 9 10 6 8 1 11
"ZNF18" 7 4 8 13 9 15 6 2 14 10 3 1 12 11 5
"ZNF182" 8 1 10 11 15 5 3 6 14 4 9 13 12 2 7
"ZNF189" 14 3 7 10 15 13 1 4 11 8 9 2 6 5 12
"ZNF197" 5 1 4 9 14 11 10 12 15 8 13 3 7 2 6
"ZNF2" 9 1 2 12 14 13 5 6 15 8 4 7 11 10 3
"ZNF202" 3 9 5 2 13 14 10 12 15 6 1 11 8 7 4
"ZNF207" 4 6 7 3 9 14 11 13 15 5 2 10 1 12 8
"ZNF217" 4 1 3 10 14 9 12 11 15 6 5 2 8 7 13
"ZNF22" 9 6 2 12 15 14 3 11 7 5 10 1 13 8 4
"ZNF239" 9 1 2 5 15 13 10 11 14 7 12 3 6 8 4
"ZNF24" 11 1 3 13 15 6 5 12 14 7 8 2 9 4 10
"ZNF248" 8 7 6 12 15 13 1 2 14 9 11 4 10 3 5
"ZNF257" 4 2 3 14 15 1 6 10 13 7 12 11 9 5 8
"ZNF26" 2 5 7 10 14 13 6 9 15 1 3 11 4 12 8
"ZNF260" 4 2 1 13 14 10 9 12 15 5 7 6 11 8 3
"ZNF263" 12 1 4 3 14 6 11 5 15 7 8 2 13 9 10
"ZNF264" 6 1 8 14 13 12 5 10 15 9 11 4 2 3 7
"ZNF273" 1 4 2 9 13 10 14 11 15 7 3 12 8 5 6
"ZNF274" 7 8 5 14 13 9 2 4 12 3 10 6 15 1 11
"ZNF28" 4 1 2 5 14 12 9 13 15 8 11 10 3 7 6
"ZNF280A" 8 12 3 5 7 15 11 9 10 6 2 14 4 13 1
"ZNF280D" 9 1 6 13 15 11 2 12 14 7 8 3 5 4 10
"ZNF281" 11 1 3 10 8 15 7 14 4 2 6 12 5 13 9
"ZNF282" 2 10 9 4 5 13 14 7 15 11 6 3 8 12 1
"ZNF284" 3 1 5 10 13 15 7 11 14 4 8 6 12 9 2
"ZNF287" 7 2 9 14 13 5 6 1 15 11 8 4 12 3 10
"ZNF292" 9 5 4 13 14 1 3 12 15 10 6 11 2 7 8
"ZNF304" 8 1 3 15 12 2 5 13 14 9 7 4 11 6 10
"ZNF317" 8 3 5 2 11 4 9 13 15 14 7 10 1 12 6
"ZNF318" 11 4 2 5 9 15 7 12 14 8 3 10 1 6 13
"ZNF320" 3 6 10 9 14 5 1 2 15 8 13 7 11 12 4
"ZNF324" 7 1 9 11 8 5 14 13 15 12 6 4 10 3 2
"ZNF331" 4 6 9 15 14 3 7 11 13 5 10 1 12 2 8
"ZNF335" 2 7 9 5 11 12 13 14 15 8 4 6 1 10 3
"ZNF341" 1 5 4 7 12 15 14 11 13 3 9 6 8 10 2
"ZNF343" 4 1 3 6 12 14 5 10 15 13 2 8 9 11 7
"ZNF346" 11 2 6 14 12 13 5 7 15 10 8 3 9 4 1
"ZNF35" 5 4 1 6 10 11 12 13 15 8 7 9 3 14 2
"ZNF350" 4 2 7 13 15 3 6 10 14 8 11 1 12 5 9
"ZNF354C" 10 5 2 14 12 15 3 8 13 6 7 4 11 1 9
"ZNF362" 2 7 4 14 13 12 8 10 15 6 9 3 11 5 1
"ZNF366" 14 4 7 11 9 6 1 15 13 5 10 8 2 3 12
"ZNF382" 11 6 3 14 15 2 4 1 13 9 12 8 10 5 7
"ZNF384" 11 6 4 5 14 12 3 9 15 7 2 13 1 8 10
"ZNF391" 7 12 2 10 13 14 5 9 15 3 6 8 11 4 1
"ZNF394" 1 14 7 2 13 5 9 12 15 10 4 6 3 8 11
"ZNF414" 6 10 11 7 14 4 15 8 12 13 9 2 3 5 1
"ZNF423" 7 2 9 8 12 10 5 14 15 11 13 4 3 6 1
"ZNF425" 8 1 6 13 14 7 11 5 15 9 10 2 12 3 4
"ZNF429" 10 1 7 13 15 3 4 6 12 9 14 2 11 5 8
"ZNF430" 3 2 5 11 12 9 10 14 15 8 6 7 4 1 13
"ZNF436" 1 2 3 13 6 14 9 12 15 10 4 7 11 5 8
"ZNF438" 12 7 2 11 13 14 4 8 15 5 10 9 3 1 6
"ZNF44" 2 3 11 12 15 1 7 6 13 9 14 4 10 5 8
"ZNF440" 1 6 10 5 8 11 12 13 15 9 4 7 2 14 3
"ZNF441" 7 2 8 12 15 5 4 3 13 10 14 6 9 1 11
"ZNF445" 9 1 7 8 15 5 12 11 14 6 10 3 4 13 2
"ZNF467" 14 1 8 15 13 3 6 11 10 5 12 7 9 4 2
"ZNF468" 3 2 8 5 14 1 9 13 15 6 12 7 4 11 10
"ZNF479" 2 12 3 4 9 15 11 8 7 5 10 14 1 13 6
"ZNF48" 6 2 5 4 15 10 12 3 14 8 11 7 13 9 1
"ZNF483" 12 6 10 15 13 2 4 7 14 8 11 3 5 1 9
"ZNF485" 6 2 1 3 11 15 10 12 14 8 9 4 5 13 7
"ZNF486" 2 4 9 8 14 7 5 3 15 6 12 11 10 1 13
"ZNF488" 1 7 6 5 4 15 12 11 14 9 3 10 2 13 8
"ZNF490" 13 2 4 11 14 6 3 12 15 5 7 10 1 9 8
"ZNF501" 12 4 3 8 14 7 10 11 15 5 9 1 6 2 13
"ZNF506" 6 4 8 11 14 5 7 9 15 10 12 3 2 1 13
"ZNF512" 9 3 2 12 15 14 4 5 13 7 8 6 11 1 10
"ZNF518A" 4 2 3 7 15 13 8 12 14 6 11 9 1 10 5
"ZNF519" 4 5 1 10 13 15 8 12 14 9 2 7 3 11 6
"ZNF528" 5 4 11 14 13 9 3 8 15 7 10 2 12 1 6
"ZNF534" 9 3 11 14 15 7 5 13 10 8 12 2 4 1 6
"ZNF547" 3 1 4 14 13 8 5 11 15 10 12 2 9 7 6
"ZNF549" 7 3 5 14 13 4 8 11 15 9 10 1 12 2 6
"ZNF554" 6 2 7 13 15 1 9 8 14 11 10 5 12 3 4
"ZNF558" 5 3 4 11 14 12 2 9 15 10 1 8 13 7 6
"ZNF563" 10 4 11 9 15 6 5 7 1 12 14 3 13 2 8
"ZNF573" 10 2 5 12 15 6 3 11 14 4 9 7 1 8 13
"ZNF574" 4 7 6 3 9 10 14 13 15 11 8 5 2 12 1
"ZNF580" 4 7 11 8 14 13 9 6 15 12 10 2 3 5 1
"ZNF584" 6 4 14 10 5 13 8 11 15 12 2 7 9 3 1
"ZNF585A" 6 2 4 13 14 9 3 10 15 7 12 8 5 1 11
"ZNF585B" 4 2 9 12 15 8 3 7 14 11 13 5 10 1 6
"ZNF586" 3 1 5 10 14 12 9 13 15 8 7 2 4 11 6
"ZNF589" 9 5 7 8 13 14 12 11 15 6 4 1 10 3 2
"ZNF592" 14 4 5 10 12 9 6 7 15 11 3 13 1 2 8
"ZNF597" 11 1 10 7 12 14 4 8 15 3 13 5 6 2 9
"ZNF600" 1 7 6 3 12 14 9 10 15 5 8 11 2 13 4
"ZNF605" 8 1 5 13 15 2 9 4 14 10 11 3 12 6 7
"ZNF610" 8 5 6 13 15 4 10 7 14 9 11 1 12 3 2
"ZNF611" 7 4 6 13 14 5 1 2 15 9 11 10 3 12 8
"ZNF618" 14 6 3 15 12 1 5 4 13 8 11 10 7 9 2
"ZNF623" 9 1 2 5 11 12 13 14 15 4 3 8 6 10 7
"ZNF639" 9 6 2 12 8 13 11 14 15 10 1 3 4 5 7
"ZNF641" 11 3 6 14 13 12 1 10 15 2 4 8 7 5 9
"ZNF644" 9 3 1 10 12 13 8 14 15 4 5 6 2 7 11
"ZNF649" 7 3 4 10 14 9 6 13 15 8 11 1 12 2 5
"ZNF654" 7 1 4 13 11 6 2 14 15 9 10 3 5 8 12
"ZNF664" 12 2 5 6 14 1 13 11 15 8 9 3 10 7 4
"ZNF671" 13 4 10 14 15 3 2 7 12 6 11 5 8 1 9
"ZNF674" 10 3 4 11 15 1 8 13 14 6 5 2 7 9 12
"ZNF675" 2 1 3 9 14 7 11 13 15 4 6 12 10 5 8
"ZNF680" 6 3 7 14 15 4 11 12 13 5 8 2 9 1 10
"ZNF682" 2 4 6 14 15 13 9 8 11 7 10 5 12 1 3
"ZNF687" 7 1 2 10 12 13 15 11 14 6 4 9 3 8 5
"ZNF692" 2 5 7 8 14 15 13 9 10 4 6 3 12 11 1
"ZNF695" 4 7 1 5 9 12 15 13 11 8 6 10 3 14 2
"ZNF697" 10 4 6 8 11 12 3 2 14 13 5 1 7 9 15
"ZNF701" 4 1 3 12 14 2 10 11 15 6 13 5 8 9 7
"ZNF707" 2 3 1 8 6 13 15 12 14 7 5 9 11 10 4
"ZNF71" 4 3 1 12 13 8 7 10 15 6 9 5 14 11 2
"ZNF711" 5 10 4 3 13 14 2 7 15 11 6 12 1 8 9
"ZNF740" 12 1 11 8 13 6 9 7 15 10 3 4 14 2 5
"ZNF750" 3 7 5 12 1 11 13 14 15 6 2 8 10 4 9
"ZNF75A" 10 1 3 15 14 7 9 8 13 4 6 2 12 5 11
"ZNF75D" 12 6 11 10 15 2 4 7 14 5 13 3 8 1 9
"ZNF76" 6 7 8 11 15 9 10 4 13 5 12 3 14 2 1
"ZNF765" 7 2 5 6 13 4 11 12 15 9 8 3 1 14 10
"ZNF766" 3 1 2 10 14 9 11 13 15 8 7 4 12 6 5
"ZNF768" 5 4 9 6 15 2 8 1 13 12 11 7 14 10 3
"ZNF770" 14 6 8 10 3 4 5 13 15 11 2 9 7 1 12
"ZNF778" 12 9 3 14 13 2 5 10 15 7 11 4 8 1 6
"ZNF780A" 8 1 9 13 15 12 4 10 14 7 11 3 5 2 6
"ZNF781" 2 5 6 14 15 13 1 10 11 8 12 4 9 3 7
"ZNF783" 2 7 1 3 13 14 12 10 15 8 6 5 11 9 4
"ZNF786" 3 4 5 8 11 15 13 12 14 9 2 6 10 7 1
"ZNF788" 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
"ZNF792" 8 3 6 2 14 15 5 12 13 7 11 4 1 10 9
"ZNF793" 6 4 3 13 14 7 11 8 15 9 10 2 12 1 5
"ZNF8" 5 4 3 11 14 6 13 10 15 8 9 12 1 7 2
"ZNF800" 11 2 5 3 13 6 4 10 15 9 8 7 1 12 14
"ZNF808" 8 4 10 12 14 1 3 5 15 6 13 9 2 7 11
"ZNF823" 1 2 7 3 13 9 8 5 15 11 12 10 4 14 6
"ZNF83" 4 3 8 13 15 10 2 1 14 9 12 6 11 5 7
"ZNF837" 6 9 12 10 15 1 13 5 7 11 14 3 8 4 2
"ZNF84" 8 1 7 13 15 10 3 4 14 9 11 6 12 5 2
"ZNF92" 5 1 2 6 14 7 13 12 15 4 8 10 3 11 9
"ZNF93" 4 3 2 10 14 11 12 13 15 8 9 6 7 5 1
"ZSCAN16" 2 3 4 7 15 14 13 10 12 5 11 6 9 8 1
"ZSCAN2" 4 2 3 13 15 11 5 8 6 9 14 1 12 10 7
"ZSCAN20" 9 1 3 7 8 13 5 11 15 4 6 14 2 10 12
"ZSCAN22" 5 1 6 9 11 15 13 14 12 7 8 2 4 10 3
"ZSCAN23" 4 9 10 14 13 8 6 7 15 5 3 1 11 2 12
"ZSCAN29" 4 1 7 5 11 10 9 14 15 6 3 12 2 13 8
"ZSCAN5A" 6 11 9 10 7 1 8 12 15 13 3 5 4 14 2
"ZTA" 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
"ZXDB" 12 1 6 5 15 3 8 14 7 9 10 4 2 11 13
"ZXDC" 5 3 4 6 10 14 8 13 15 7 1 11 2 12 9
